Trait,fpScoreSetID,ScoreSetCreationDate,fpNodeId,sampleNum,Value,Row,Column,line id,line name,packet_stemid,position,pot_stemid
tillers,223,20181204,281669,1,NA,93,10,7,NABAWA,ST50PKT0YHGK,6M10,ST50PT0W46H
tillers,223,20181204,281671,1,10,93,12,62,COCAMBA,ST50PKT0YHGH,6M12,ST50PT0W43Z
tillers,223,20181204,281672,1,4,94,1,191,STRZELECKI,ST50PKT0YHGG,6N1,ST50PT0W36S
tillers,223,20181204,281673,1,5,94,2,145,YANAC,ST50PKT0YHGF,6N2,ST50PT0W3LY
tillers,223,20181204,281674,1,3,94,3,12,SABRE,ST50PKT0YHGD,6N3,ST50PT0W48S
tillers,223,20181204,281675,1,1,94,4,261,CORACK,ST50PKT0YHGC,6N4,ST50PT0W2VB
tillers,223,20181204,281676,1,NA,94,5,205,ANNUELLO,ST50PKT0YHGB,6N5,ST50PT0W3BS
tillers,223,20181204,281677,1,3,94,6,118,ARNHEM,ST50PKT0YHG9,6N6,ST50PT0W3WB
tillers,223,20181204,281679,1,3,94,8,83,MOLINEUX,ST50PKT0YHG7,6N8,ST50PT0W3Y8
tillers,223,20181204,281680,1,3,94,9,115,AMERY,ST50PKT0YHG6,6N9,ST50PT0W3WY
tillers,223,20181204,281681,1,NA,94,10,93,SUNBRI,ST50PKT0YHG5,6N10,ST50PT0W3TQ
tillers,223,20181204,281682,1,9,94,11,83,MOLINEUX,ST50PKT0YHG4,6N11,ST50PT0W3Y7
tillers,223,20181204,281683,1,NA,94,12,95,LILLIMUR,ST50PKT0YHG3,6N12,ST50PT0W3TB
tillers,223,20181204,281684,1,6,95,1,161,ITALY29,ST50PKT0YHG2,6O1,ST50PT0W3G6
tillers,223,20181204,281685,1,2,95,2,282,YANDANOOKA,ST50PKT0YHG1,6O2,ST50PT0W2RY
tillers,223,20181204,281686,1,6,95,3,253,AGT_KATANA,ST50PKT0YHG0,6O3,ST50PT0W2WW
tillers,223,20181204,281687,1,3,95,4,126,STILETTO,ST50PKT0YHFZ,6O4,ST50PT0W3NZ
tillers,223,20181204,281688,1,6,95,5,175,MULGARA,ST50PKT0YHFY,6O5,ST50PT0W3CH
tillers,223,20181204,281689,1,6,95,6,159,INDIA278,ST50PKT0YHFX,6O6,ST50PT0W3GK
tillers,223,20181204,281690,1,6,95,7,162,PERSIA79,ST50PKT0YHFW,6O7,ST50PT0W3FY
tillers,223,20181204,281691,1,6,95,8,109,ED135,ST50PKT0YHFV,6O8,ST50PT0W3Y1
tillers,223,20181204,281693,1,5,95,10,186,NYABING,ST50PKT0YHFS,6O10,ST50PT0W37S
tillers,223,20181204,281694,1,3,95,11,100,KATUNGA,ST50PKT0YHFR,6O11,ST50PT0W3SB
tillers,223,20181204,281695,1,4,95,12,244,BUMPER,ST50PKT0YHFQ,6O12,ST50PT0W31L
tillers,223,20181204,281697,1,2,96,2,57,TAKARI,ST50PKT0YHFN,6P2,ST50PT0W404
tillers,223,20181204,281698,1,3,96,3,108,GOROKE,ST50PKT0YHFM,6P3,ST50PT0W3P6
tillers,223,20181204,281700,1,3,96,5,25,WW80,ST50PKT0YHFK,6P5,ST50PT0W4DS
tillers,223,20181204,281701,1,5,96,6,132,SUNLAND,ST50PKT0YHFJ,6P6,ST50PT0W3MR
tillers,223,20181204,281703,1,5,96,8,195,CHARA,ST50PKT0YHFG,6P8,ST50PT0W35Z
tillers,223,20181204,281704,1,4,96,9,231,YENDA,ST50PKT0YHFF,6P9,ST50PT0W32G
tillers,223,20181204,281705,1,4,96,10,172,WHISTLER,ST50PKT0YHFD,6P10,ST50PT0W3D2
tillers,223,20181204,281707,1,7,96,12,228,LIVINGSTON,ST50PKT0YHB3,6P12,ST50PT0W330
tillers,242,20181210,280562,1,4,1,7,250,EGA_STAMPEDE,ST50PKT0YJJ1,1A7,ST50PT0W30H
tillers,242,20181210,280576,1,8,2,9,15,WARDS_PROLIFIC,ST50PKT0YJHL,1B9,ST50PT0W48B
tillers,242,20181210,280577,1,4,2,10,92,CUNNINGHAM,ST50PKT0YJHK,1B10,ST50PT0W3QT
tillers,242,20181210,280587,1,9,3,8,132,SUNLAND,ST50PKT0YJH7,1C8,ST50PT0W3MX
tillers,242,20181210,280599,1,8,4,8,44,COOK,ST50PKT0YJGV,1D8,ST50PT0W45Y
tillers,242,20181210,280611,1,4,5,8,195,CHARA,ST50PKT0YJKP,1.00E+08,ST50PT0W363
tillers,242,20181210,280626,1,12,6,11,162,PERSIA79,ST50PKT0YJK6,1F11,ST50PT0W3G3
tillers,242,20181210,280638,1,11,7,11,162,PERSIA79,ST50PKT0YJJT,1G11,ST50PT0W3G2
tillers,242,20181210,280639,1,6,7,12,84,MISKLE,ST50PKT0YJJS,1G12,ST50PT0W3Y6
tillers,242,20181210,280647,1,5,8,8,243,MACE,ST50PKT0YJJJ,1H8,ST50PT0W2YM
tillers,242,20181210,280762,1,6,18,3,165,RUMANIA3,ST50PKT0YJC6,2B3,ST50PT0W3FH
tillers,242,20181210,280799,1,5,21,4,139,VH782,ST50PKT0YJB0,2.00E+04,ST50PT0W3JX
tillers,242,20181210,280807,1,3,21,12,245,ENDURE,ST50PKT0YJ9R,2.00E+12,ST50PT0W31G
tillers,242,20181210,280810,1,3,22,3,27,GULAR,ST50PKT0YJ9N,2F3,ST50PT0W4DF
tillers,242,20181210,280818,1,4,22,11,148,GREECE22,ST50PKT0YJ9D,2F11,ST50PT0W3LF
tillers,242,20181210,280823,1,2,23,4,168,PERSIA8(1),ST50PKT0YJ97,2G4,ST50PT0W3DX
tillers,242,20181210,280828,1,4,23,9,76,GUARDIAN,ST50PKT0YJ92,2G9,ST50PT0W3ZQ
tillers,242,20181210,280829,1,4,23,10,165,RUMANIA3,ST50PKT0YJ91,2G10,ST50PT0W3FG
tillers,242,20181210,280830,1,7,23,11,245,ENDURE,ST50PKT0YJ90,2G11,ST50PT0W31F
empty spikelets,218,20180524,280556,1,2,1,1,251,DERRIMUT,ST50PKT0YJJ7,1A1,ST50PT0W309
empty spikelets,218,20180524,280557,1,3,1,2,198,WESTONIA,ST50PKT0YJJ6,1A2,ST50PT0W35J
empty spikelets,218,20180524,280558,1,0,1,3,145,YANAC,ST50PKT0YJJ5,1A3,ST50PT0W3M0
empty spikelets,218,20180524,280559,1,4,1,4,116,FRAME,ST50PKT0YJJ4,1A4,ST50PT0W3WV
empty spikelets,218,20180524,280560,1,8,1,5,207,YITPI,ST50PKT0YJJ3,1A5,ST50PT0W3BF
empty spikelets,218,20180524,280561,1,1,1,6,216,GS50A,ST50PKT0YJJ2,1A6,ST50PT0W2XD
empty spikelets,218,20180524,280563,1,3,1,8,173,PBW343,ST50PKT0YJJ0,1A8,ST50PT0W3CZ
empty spikelets,218,20180524,280564,1,4,1,9,83,MOLINEUX,ST50PKT0YJHZ,1A9,ST50PT0W3YD
empty spikelets,218,20180524,280565,1,4,1,10,11,RANEE,ST50PKT0YJHY,1A10,ST50PT0W493
empty spikelets,218,20180524,280566,1,1,1,11,279,PHANTOM,ST50PKT0YJHX,1A11,ST50PT0W2SL
empty spikelets,218,20180524,280567,1,1,1,12,268,FRONTANA,ST50PKT0YJHW,1A12,ST50PT0W2PW
empty spikelets,218,20180524,280568,1,1,2,1,259,KORD_CL_PLUS,ST50PKT0YJHV,1B1,ST50PT0W2VV
empty spikelets,218,20180524,280569,1,2,2,2,147,KRICHAUFF,ST50PKT0YJHT,1B2,ST50PT0W3LM
empty spikelets,218,20180524,280570,1,0,2,3,139,VH782,ST50PKT0YJHS,1B3,ST50PT0W3JY
empty spikelets,218,20180524,280571,1,2,2,4,3,FORTUNE,ST50PKT0YJHR,1B4,ST50PT0W47F
empty spikelets,218,20180524,280572,1,4,2,5,42,VERANOPOLIS,ST50PKT0YJHQ,1B5,ST50PT0W49K
empty spikelets,218,20180524,280573,1,4,2,6,257,SABEL_CL_PLUS,ST50PKT0YJHP,1B6,ST50PT0W2W7
empty spikelets,218,20180524,280574,1,3,2,7,121,DD007,ST50PKT0YJHN,1B7,ST50PT0W3VW
empty spikelets,218,20180524,280575,1,3,2,8,168,PERSIA8(1),ST50PKT0YJHM,1B8,ST50PT0W3DY
empty spikelets,218,20180524,280577,1,4,2,10,92,CUNNINGHAM,ST50PKT0YJHK,1B10,ST50PT0W3QT
empty spikelets,218,20180524,280578,1,NA,2,11,64,WYUNA,ST50PKT0YJHJ,1B11,ST50PT0W43P
empty spikelets,218,20180524,280579,1,2,2,12,144,SUNBROOK,ST50PKT0YJHH,1B12,ST50PT0W3M6
empty spikelets,218,20180524,280580,1,3,3,1,16,YAKTANA_54,ST50PKT0YJHG,1C1,ST50PT0W484
empty spikelets,218,20180524,280581,1,4,3,2,33,FLORENCE,ST50PKT0YJHF,1C2,ST50PT0W4C9
empty spikelets,218,20180524,280582,1,3,3,3,13,STEINWEDEL,ST50PKT0YJHD,1C3,ST50PT0W48Q
empty spikelets,218,20180524,280583,1,3,3,4,153,HUNGARY6,ST50PKT0YJHC,1C4,ST50PT0W3HV
empty spikelets,218,20180524,280584,1,4,3,5,74,ROSELLA,ST50PKT0YJHB,1C5,ST50PT0W41R
empty spikelets,218,20180524,280585,1,4,3,6,46,LANCE,ST50PKT0YJH9,1C6,ST50PT0W45K
empty spikelets,218,20180524,280586,1,5,3,7,37,MARINGA,ST50PKT0YJH8,1C7,ST50PT0W4BJ
empty spikelets,218,20180524,280588,1,3,3,9,67,SUNELG,ST50PKT0YJH6,1C9,ST50PT0W433
empty spikelets,218,20180524,280589,1,NA,3,10,4,GABO,ST50PKT0YJH5,1C10,ST50PT0W477
empty spikelets,218,20180524,280590,1,2,3,11,102,BABAX,ST50PKT0YJH4,1C11,ST50PT0W3QH
empty spikelets,218,20180524,280591,1,1,3,12,109,ED135,ST50PKT0YJH3,1C12,ST50PT0W3P4
empty spikelets,218,20180524,280592,1,2,4,1,191,STRZELECKI,ST50PKT0YJH2,1D1,ST50PT0W36W
empty spikelets,218,20180524,280593,1,0,4,2,286,CMSS97MOO316S-OP20M-OP20Y-43M-0Y,ST50PKT0YJH1,1D2,ST50PT0W2R7
empty spikelets,218,20180524,280594,1,1,4,3,273,QUARRION,ST50PKT0YJH0,1D3,ST50PT0W2TR
empty spikelets,218,20180524,280595,1,4,4,4,258,JUSTICA_CL_PLUS,ST50PKT0YJGZ,1D4,ST50PT0W2W1
empty spikelets,218,20180524,280596,1,4,4,5,277,HARPER,ST50PKT0YJGY,1D5,ST50PT0W2SZ
empty spikelets,218,20180524,280597,1,2,4,6,193,THORNBILL,ST50PKT0YJGX,1D6,ST50PT0W36H
empty spikelets,218,20180524,280598,1,0,4,7,197,MITRE,ST50PKT0YJGW,1D7,ST50PT0W35Q
empty spikelets,218,20180524,280600,1,3,4,9,180,CAMM,ST50PKT0YJGT,1D9,ST50PT0W390
empty spikelets,218,20180524,280601,1,4,4,10,144,SUNBROOK,ST50PKT0YJGS,1D10,ST50PT0W3M5
empty spikelets,218,20180524,280602,1,1,4,11,283,ZIPPY,ST50PKT0YJGR,1D11,ST50PT0W2RT
empty spikelets,218,20180524,280603,1,1,4,12,271,KUKRI,ST50PKT0YJGQ,1D12,ST50PT0W2V4
empty spikelets,218,20180524,280604,1,1,5,1,248,SUNVEX,ST50PKT0YJGP,1.00E+01,ST50PT0W30W
empty spikelets,218,20180524,280605,1,1,5,2,184,ARRINO,ST50PKT0YJGN,1.00E+02,ST50PT0W387
empty spikelets,218,20180524,280606,1,0,5,3,283,ZIPPY,ST50PKT0YJKV,1.00E+03,ST50PT0W2RS
empty spikelets,218,20180524,280607,1,1,5,4,105,TASMAN,ST50PKT0YJKT,1.00E+04,ST50PT0W3PX
empty spikelets,218,20180524,280608,1,1,5,5,88,JANZ,ST50PKT0YJKS,1.00E+05,ST50PT0W3RL
empty spikelets,218,20180524,280609,1,1,5,6,275,WYALKATCHEM_HE,ST50PKT0YJKR,1.00E+06,ST50PT0W2TC
empty spikelets,218,20180524,280610,1,0,5,7,266,RAVEN,ST50PKT0YJKQ,1.00E+07,ST50PT0W2Q8
empty spikelets,218,20180524,280612,1,2,5,9,273,QUARRION,ST50PKT0YJKN,1.00E+09,ST50PT0W2TQ
empty spikelets,218,20180524,280613,1,3,5,10,269,GLUYAS_EARLY,ST50PKT0YJKM,1.00E+10,ST50PT0W2PP
empty spikelets,218,20180524,280614,1,NA,5,11,46,LANCE,ST50PKT0YJKL,1.00E+11,ST50PT0W45J
empty spikelets,218,20180524,280615,1,1,5,12,44,COOK,ST50PKT0YJKK,1.00E+12,ST50PT0W45X
empty spikelets,218,20180524,280616,1,2,6,1,86,COBRA,ST50PKT0YJKJ,1F1,ST50PT0W3RZ
empty spikelets,218,20180524,280617,1,NA,6,2,35,WW15,ST50PKT0YJKH,1F2,ST50PT0W4BX
empty spikelets,218,20180524,280619,1,3,6,4,32,KITE,ST50PKT0YJKF,1F4,ST50PT0W4CH
empty spikelets,218,20180524,280620,1,2,6,5,158,BAXTER,ST50PKT0YJKD,1F5,ST50PT0W3GW
empty spikelets,218,20180524,280621,1,3,6,6,144,SUNBROOK,ST50PKT0YJKC,1F6,ST50PT0W3M4
empty spikelets,218,20180524,280622,1,4,6,7,206,MAROMBI,ST50PKT0YJKB,1F7,ST50PT0W3BM
empty spikelets,218,20180524,280623,1,1,6,8,238,AXE,ST50PKT0YJK9,1F8,ST50PT0W2ZL
empty spikelets,218,20180524,280624,1,2,6,9,71,MACHETE,ST50PKT0YJK8,1F9,ST50PT0W42B
empty spikelets,218,20180524,280625,1,4,6,10,214,ELLISON,ST50PKT0YJK7,1F10,ST50PT0W2XS
empty spikelets,218,20180524,280627,1,1,6,12,209,QT7208,ST50PKT0YJK5,1F12,ST50PT0W3B1
empty spikelets,218,20180524,280628,1,0,7,1,62,COCAMBA,ST50PKT0YJK4,1G1,ST50PT0W442
empty spikelets,218,20180524,280629,1,NA,7,2,254,EGA_WILLS,ST50PKT0YJK3,1G2,ST50PT0W2WT
empty spikelets,218,20180524,280630,1,1,7,3,142,CUNDERDIN,ST50PKT0YJK2,1G3,ST50PT0W3JC
empty spikelets,218,20180524,280631,1,2,7,4,203,LORIKEET,ST50PKT0YJK1,1G4,ST50PT0W3C6
empty spikelets,218,20180524,280632,1,0,7,5,18,DUNDEE,ST50PKT0YJK0,1G5,ST50PT0W4G6
empty spikelets,218,20180524,280633,1,1,7,6,286,CMSS97MOO316S-OP20M-OP20Y-43M-0Y,ST50PKT0YJJZ,1G6,ST50PT0W2R6
empty spikelets,218,20180524,280634,1,5,7,7,277,HARPER,ST50PKT0YJJY,1G7,ST50PT0W2SY
empty spikelets,218,20180524,280635,1,1,7,8,135,CL3,ST50PKT0YJJX,1G8,ST50PT0W3KQ
empty spikelets,218,20180524,280636,1,4,7,9,28,LANCER,ST50PKT0YJJW,1G9,ST50PT0W4D8
empty spikelets,218,20180524,280637,1,NA,7,10,12,SABRE,ST50PKT0YJJV,1G10,ST50PT0W48X
empty spikelets,218,20180524,280640,1,2,8,1,123,HOUTMAN,ST50PKT0YJJR,1H1,ST50PT0W3VH
empty spikelets,218,20180524,280641,1,6,8,2,241,MERINDA,ST50PKT0YJJQ,1H2,ST50PT0W2Z0
empty spikelets,218,20180524,280642,1,3,8,3,21,INSIGNIA,ST50PKT0YJJP,1H3,ST50PT0W4FM
empty spikelets,218,20180524,280643,1,1,8,4,268,FRONTANA,ST50PKT0YJJN,1H4,ST50PT0W2PV
empty spikelets,218,20180524,280644,1,1,8,5,118,ARNHEM,ST50PKT0YJJM,1H5,ST50PT0W3WG
empty spikelets,218,20180524,280645,1,3,8,6,175,MULGARA,ST50PKT0YJJL,1H6,ST50PT0W3CL
empty spikelets,218,20180524,280646,1,1,8,7,117,BARUNGA,ST50PKT0YJJK,1H7,ST50PT0W3WN
empty spikelets,218,20180524,280648,1,NA,8,9,281,WEDIN,ST50PKT0YJJH,1H9,ST50PT0W2S6
empty spikelets,218,20180524,280649,1,2,8,10,158,BAXTER,ST50PKT0YJJG,1H10,ST50PT0W3GV
empty spikelets,218,20180524,280650,1,0,8,11,4,GABO,ST50PKT0YJJF,1H11,ST50PT0W476
empty spikelets,218,20180524,280651,1,4,8,12,164,POLAND9,ST50PKT0YJJD,1H12,ST50PT0W3FQ
empty spikelets,218,20180524,280658,1,0,9,7,41,MERLIN,ST50PKT0YJGK,1I7,ST50PT0W49R
empty spikelets,218,20180524,280696,1,3,12,9,161,ITALY29,ST50PKT0YJFB,1L9,ST50PT0W3G8
empty spikelets,218,20180524,280698,1,2,12,11,129,ROWAN,ST50PKT0YJF8,1L11,ST50PT0W3NH
empty spikelets,218,20180524,280704,1,1,13,5,54,ERADU,ST50PKT0YJF2,1M5,ST50PT0W40S
empty spikelets,218,20180524,280710,1,1,13,11,222,RAC875,ST50PKT0YJDW,1M11,ST50PT0W349
empty spikelets,218,20180524,280712,1,1,14,1,107,BEULAH,ST50PKT0YJDT,1N1,ST50PT0W3PJ
empty spikelets,218,20180524,280714,1,4,14,3,165,RUMANIA3,ST50PKT0YJDR,1N3,ST50PT0W3FJ
empty spikelets,218,20180524,280716,1,1,14,5,160,INDIA3,ST50PKT0YJDP,1N5,ST50PT0W3GH
empty spikelets,218,20180524,280728,1,3,15,5,6,HUDSONS_EARLY_PURPLE_STRAW,ST50PKT0YJD9,1O5,ST50PT0W46V
empty spikelets,218,20180524,280730,1,1,15,7,162,PERSIA79,ST50PKT0YJD7,1O7,ST50PT0W3G1
empty spikelets,218,20180524,280731,1,4,15,8,204,SUNSOFT_98,ST50PKT0YJD6,1O8,ST50PT0W3C0
empty spikelets,218,20180524,280735,1,6,15,12,69,WARBLER,ST50PKT0YJD2,1O12,ST50PT0W42N
empty spikelets,218,20180524,280736,1,1,16,1,170,AZERBAIJAN_W73337,ST50PKT0YJD1,1P1,ST50PT0W3DJ
empty spikelets,218,20180524,280740,1,4,16,5,185,CALINGIRI,ST50PKT0YJCX,1P5,ST50PT0W381
empty spikelets,218,20180524,280741,1,1,16,6,152,FRANCE29,ST50PKT0YJCW,1P6,ST50PT0W3J1
empty spikelets,218,20180524,280745,1,2,16,10,169,PERSIA8(2),ST50PKT0YJCR,1P10,ST50PT0W3DR
empty spikelets,218,20180524,280746,1,4,16,11,83,MOLINEUX,ST50PKT0YJCQ,1P11,ST50PT0W3YC
empty spikelets,218,20180524,280747,1,2,16,12,47,WARIGAL,ST50PKT0YJCP,1P12,ST50PT0W45C
empty spikelets,218,20180524,280748,1,1,17,1,216,GS50A,ST50PKT0YJCN,2A1,ST50PT0W2XC
empty spikelets,218,20180524,280749,1,1,17,2,54,ERADU,ST50PKT0YJCM,2A2,ST50PT0W40R
empty spikelets,218,20180524,280751,1,5,17,4,269,GLUYAS_EARLY,ST50PKT0YJCK,2A4,ST50PT0W2PN
empty spikelets,218,20180524,280752,1,3,17,5,97,BATAVIA,ST50PKT0YJCJ,2A5,ST50PT0W3T2
empty spikelets,218,20180524,280753,1,NA,17,6,56,MATONG,ST50PKT0YJCH,2A6,ST50PT0W40D
empty spikelets,218,20180524,280754,1,2,17,7,213,EGA_WEDGETAIL,ST50PKT0YJCG,2A7,ST50PT0W2XY
empty spikelets,218,20180524,280755,1,2,17,8,136,TAMMIN,ST50PKT0YJCF,2A8,ST50PT0W3KJ
empty spikelets,218,20180524,280756,1,2,17,9,246,WAAGAN,ST50PKT0YJCD,2A9,ST50PT0W318
empty spikelets,218,20180524,280757,1,4,17,10,87,PEROUSE,ST50PKT0YJCC,2A10,ST50PT0W3RR
empty spikelets,218,20180524,280758,1,1,17,11,259,KORD_CL_PLUS,ST50PKT0YJCB,2A11,ST50PT0W2VS
empty spikelets,218,20180524,280759,1,NA,17,12,257,SABEL_CL_PLUS,ST50PKT0YJC9,2A12,ST50PT0W2W6
empty spikelets,218,20180524,280760,1,2,18,1,129,ROWAN,ST50PKT0YJC8,2B1,ST50PT0W3NG
empty spikelets,218,20180524,280761,1,2,18,2,212,WYALKATCHEM,ST50PKT0YJC7,2B2,ST50PT0W2Y5
empty spikelets,218,20180524,280763,1,0,18,4,102,BABAX,ST50PKT0YJC5,2B4,ST50PT0W3QF
empty spikelets,218,20180524,280764,1,4,18,5,35,WW15,ST50PKT0YJC4,2B5,ST50PT0W4BW
empty spikelets,218,20180524,280765,1,0,18,6,137,DATATINE,ST50PKT0YJC3,2B6,ST50PT0W3KB
empty spikelets,218,20180524,280766,1,1,18,7,177,WORRAKATTA,ST50PKT0YJC2,2B7,ST50PT0W39L
empty spikelets,218,20180524,280767,1,2,18,8,210,DRYSDALE,ST50PKT0YJC1,2B8,ST50PT0W39V
empty spikelets,218,20180524,280768,1,2,18,9,98,EXCALIBUR,ST50PKT0YJC0,2B9,ST50PT0W3SW
empty spikelets,218,20180524,280769,1,2,18,10,196,MIRA,ST50PKT0YJBZ,2B10,ST50PT0W35W
empty spikelets,218,20180524,280770,1,3,18,11,108,GOROKE,ST50PKT0YJBY,2B11,ST50PT0W3PB
empty spikelets,218,20180524,280771,1,3,18,12,134,CURRAWONG,ST50PKT0YJBX,2B12,ST50PT0W3MJ
empty spikelets,218,20180524,280772,1,3,19,1,206,MAROMBI,ST50PKT0YJBW,2C1,ST50PT0W3BL
empty spikelets,218,20180524,280773,1,1,19,2,102,BABAX,ST50PKT0YJBV,2C2,ST50PT0W3QD
empty spikelets,218,20180524,280774,1,0,19,3,108,GOROKE,ST50PKT0YJBT,2C3,ST50PT0W3P9
empty spikelets,218,20180524,280775,1,2,19,4,221,EGA_CASTLE_ROCK,ST50PKT0YJBS,2C4,ST50PT0W34G
empty spikelets,218,20180524,280776,1,4,19,5,12,SABRE,ST50PKT0YJBR,2C5,ST50PT0W48W
empty spikelets,218,20180524,280777,1,2,19,6,274,TENNANT,ST50PKT0YJBQ,2C6,ST50PT0W2TJ
empty spikelets,218,20180524,280778,1,2,19,7,218,VENTURA,ST50PKT0YJBP,2C7,ST50PT0W2X0
empty spikelets,218,20180524,280779,1,3,19,8,219,GLOVER,ST50PKT0YJBN,2C8,ST50PT0W34W
empty spikelets,218,20180524,280780,1,2,19,9,65,SKUA,ST50PKT0YJBM,2C9,ST50PT0W43H
empty spikelets,218,20180524,280781,1,3,19,10,60,DAGGER,ST50PKT0YJBL,2C10,ST50PT0W44G
empty spikelets,218,20180524,280782,1,2,19,11,224,PUGSLEY,ST50PKT0YJBK,2C11,ST50PT0W33X
empty spikelets,218,20180524,280783,1,NA,19,12,189,PETRIE,ST50PKT0YJBJ,2C12,ST50PT0W377
empty spikelets,218,20180524,280784,1,3,20,1,149,DALMATIA5,ST50PKT0YJBH,2D1,ST50PT0W3L7
empty spikelets,218,20180524,280785,1,NA,20,2,251,DERRIMUT,ST50PKT0YJBG,2D2,ST50PT0W308
empty spikelets,218,20180524,280786,1,6,20,3,281,WEDIN,ST50PKT0YJBF,2D3,ST50PT0W2S5
empty spikelets,218,20180524,280787,1,0,20,4,119,RAC655,ST50PKT0YJBD,2D4,ST50PT0W3W8
empty spikelets,218,20180524,280788,1,3,20,5,21,INSIGNIA,ST50PKT0YJBC,2D5,ST50PT0W4FK
empty spikelets,218,20180524,280789,1,5,20,6,70,BLADE,ST50PKT0YJBB,2D6,ST50PT0W42J
empty spikelets,218,20180524,280790,1,2,20,7,19,ETAWAH,ST50PKT0YJB9,2D7,ST50PT0W4FZ
empty spikelets,218,20180524,280791,1,NA,20,8,138,LEICHHARDT,ST50PKT0YJB8,2D8,ST50PT0W3K4
empty spikelets,218,20180524,280792,1,3,20,9,101,WEAVER,ST50PKT0YJB7,2D9,ST50PT0W3QP
empty spikelets,218,20180524,280793,1,2,20,10,215,REES,ST50PKT0YJB6,2D10,ST50PT0W2XL
empty spikelets,218,20180524,280794,1,2,20,11,73,KULIN,ST50PKT0YJB5,2D11,ST50PT0W41Y
empty spikelets,218,20180524,280795,1,2,20,12,133,VF519,ST50PKT0YJB4,2D12,ST50PT0W3MQ
empty spikelets,218,20180524,280796,1,2,21,1,206,MAROMBI,ST50PKT0YJB3,2.00E+01,ST50PT0W3BK
empty spikelets,218,20180524,280797,1,2,21,2,147,KRICHAUFF,ST50PKT0YJB2,2.00E+02,ST50PT0W3LL
empty spikelets,218,20180524,280798,1,1,21,3,285,MEXICO20,ST50PKT0YJB1,2.00E+03,ST50PT0W2RF
empty spikelets,218,20180524,280800,1,2,21,5,86,COBRA,ST50PKT0YJ9Z,2.00E+05,ST50PT0W3RY
empty spikelets,218,20180524,280801,1,3,21,6,89,LARK,ST50PKT0YJ9Y,2.00E+06,ST50PT0W3RD
empty spikelets,218,20180524,280802,1,2,21,7,246,WAAGAN,ST50PKT0YJ9X,2.00E+07,ST50PT0W317
empty spikelets,218,20180524,280803,1,2,21,8,215,REES,ST50PKT0YJ9W,2.00E+08,ST50PT0W2XK
empty spikelets,218,20180524,280804,1,4,21,9,74,ROSELLA,ST50PKT0YJ9V,2.00E+09,ST50PT0W41Q
empty spikelets,218,20180524,280805,1,4,21,10,110,EL240,ST50PKT0YJ9T,2.00E+10,ST50PT0W3XZ
empty spikelets,218,20180524,280806,1,4,21,11,224,PUGSLEY,ST50PKT0YJ9S,2.00E+11,ST50PT0W33W
empty spikelets,218,20180524,280808,1,3,22,1,32,KITE,ST50PKT0YJ9Q,2F1,ST50PT0W4CG
empty spikelets,218,20180524,280809,1,0,22,2,72,VULCAN,ST50PKT0YJ9P,2F2,ST50PT0W423
empty spikelets,218,20180524,280811,1,1,22,4,45,TINCURRIN,ST50PKT0YJ9M,2F4,ST50PT0W45R
empty spikelets,218,20180524,280812,1,2,22,5,90,CORRIGIN,ST50PKT0YJ9L,2F5,ST50PT0W3R6
empty spikelets,218,20180524,280813,1,2,22,6,262,WALLUP,ST50PKT0YJ9K,2F6,ST50PT0W2R1
empty spikelets,218,20180524,280814,1,4,22,7,237,SENTINEL,ST50PKT0YJ9J,2F7,ST50PT0W2ZR
empty spikelets,218,20180524,280815,1,2,22,8,239,ESPADA,ST50PKT0YJ9H,2F8,ST50PT0W2ZD
empty spikelets,218,20180524,280816,1,2,22,9,41,MERLIN,ST50PKT0YJ9G,2F9,ST50PT0W49Q
empty spikelets,218,20180524,280817,1,2,22,10,117,BARUNGA,ST50PKT0YJ9F,2F10,ST50PT0W3WM
empty spikelets,218,20180524,280819,1,2,22,12,192,BABBLER,ST50PKT0YJ9C,2F12,ST50PT0W36N
empty spikelets,218,20180524,280820,1,1,23,1,151,FRANCE26,ST50PKT0YJ9B,2G1,ST50PT0W3J7
empty spikelets,218,20180524,280821,1,2,23,2,267,CHEYENNE,ST50PKT0YJ99,2G2,ST50PT0W2Q1
empty spikelets,218,20180524,280822,1,1,23,3,121,DD007,ST50PKT0YJ98,2G3,ST50PT0W3VV
empty spikelets,218,20180524,280824,1,2,23,5,255,EGA_EAGLEHAWK,ST50PKT0YJ96,2G5,ST50PT0W2WM
empty spikelets,218,20180524,280825,1,2,23,6,58,OSPREY,ST50PKT0YJ95,2G6,ST50PT0W400
empty spikelets,218,20180524,280826,1,2,23,7,236,EGA_KIDMAN,ST50PKT0YJ94,2G7,ST50PT0W2ZZ
empty spikelets,218,20180524,280827,1,2,23,8,238,AXE,ST50PKT0YJ93,2G8,ST50PT0W2ZK
empty spikelets,218,20180524,280831,1,2,23,12,132,SUNLAND,ST50PKT0YJ8Z,2G12,ST50PT0W3MW
empty spikelets,218,20180524,280832,1,3,24,1,39,EGRET,ST50PKT0YJ8Y,2H1,ST50PT0W4B4
empty spikelets,218,20180524,280833,1,0,24,2,18,DUNDEE,ST50PKT0YJ8X,2H2,ST50PT0W4G5
empty spikelets,218,20180524,280834,1,1,24,3,176,STURT,ST50PKT0YJ8W,2H3,ST50PT0W39S
