Trait,fpScoreSetID,ScoreSetCreationDate,fpNodeId,sampleNum,Value,Row,Column,line id,line name,packet_stemid,position,pot_stemid
spikelet number,216,20180524,281875,1,17,110,12,215,REES,ST50PKT0YH69,7N12,ST50PT0W2XF
spikelet number,216,20180524,281876,1,17,111,1,213,EGA_WEDGETAIL,ST50PKT0YH68,7O1,ST50PT0W2XW
spikelet number,216,20180524,281877,1,15,111,2,84,MISKLE,ST50PKT0YH67,7O2,ST50PT0W3S7
spikelet number,216,20180524,281878,1,20,111,3,219,GLOVER,ST50PKT0YH66,7O3,ST50PT0W34R
spikelet number,216,20180524,281879,1,13,111,4,125,SUNSTATE,ST50PKT0YH65,7O4,ST50PT0W3V0
spikelet number,216,20180524,281880,1,17,111,5,117,BARUNGA,ST50PKT0YH64,7O5,ST50PT0W3WH
spikelet number,216,20180524,281881,1,10,111,6,9,PITIC_62,ST50PKT0YH63,7O6,ST50PT0W49B
spikelet number,216,20180524,281882,1,18,111,7,241,MERINDA,ST50PKT0YH62,7O7,ST50PT0W2YW
spikelet number,216,20180524,281883,1,18,111,8,42,VERANOPOLIS,ST50PKT0YH61,7O8,ST50PT0W49H
spikelet number,216,20180524,281884,1,14,111,9,175,MULGARA,ST50PKT0YH60,7O9,ST50PT0W3CG
spikelet number,216,20180524,281885,1,19,111,10,189,PETRIE,ST50PKT0YH5Z,7O10,ST50PT0W373
spikelet number,216,20180524,281886,1,11,111,11,75,LOWAN,ST50PKT0YH5Y,7O11,ST50PT0W41F
spikelet number,216,20180524,281887,1,19,111,12,108,GOROKE,ST50PKT0YH5X,7O12,ST50PT0W3P5
spikelet number,216,20180524,281888,1,15,112,1,232,BARHAM,ST50PKT0YH5W,7P1,ST50PT0W327
spikelet number,216,20180524,281889,1,17,112,2,205,ANNUELLO,ST50PKT0YH5V,7P2,ST50PT0W3BP
spikelet number,216,20180524,281890,1,17,112,3,236,EGA_KIDMAN,ST50PKT0YH5T,7P3,ST50PT0W2ZV
spikelet number,216,20180524,281891,1,15,112,4,139,VH782,ST50PKT0YH5S,7P4,ST50PT0W3JV
spikelet number,216,20180524,281892,1,19,112,5,249,EGA_BOUNTY,ST50PKT0YH5R,7P5,ST50PT0W30J
spikelet number,216,20180524,281893,1,19,112,6,37,MARINGA,ST50PKT0YH5Q,7P6,ST50PT0W4BC
spikelet number,216,20180524,281894,1,19,112,7,33,FLORENCE,ST50PKT0YH5P,7P7,ST50PT0W4C6
spikelet number,216,20180524,281895,1,13,112,8,70,BLADE,ST50PKT0YH5N,7P8,ST50PT0W42F
spikelet number,216,20180524,281896,1,15,112,9,121,DD007,ST50PKT0YH5M,7P9,ST50PT0W3VR
spikelet number,216,20180524,281897,1,25,112,10,255,EGA_EAGLEHAWK,ST50PKT0YH5L,7P10,ST50PT0W2WH
spikelet number,216,20180524,281898,1,15,112,11,179,BOWIE,ST50PKT0YH5K,7P11,ST50PT0W391
spikelet number,216,20180524,281899,1,13,112,12,94,SHRIKE,ST50PKT0YH5J,7P12,ST50PT0W3TM
spikelet number,216,20180524,281900,1,15,113,1,32,KITE,ST50PKT0YH5H,8A1,ST50PT0W4CC
spikelet number,216,20180524,281901,1,NA,113,2,181,WYLAH,ST50PKT0YH5G,8A2,ST50PT0W38R
spikelet number,216,20180524,281902,1,NA,113,3,110,EL240,ST50PKT0YH5F,8A3,ST50PT0W3XW
spikelet number,216,20180524,281903,1,19,113,4,55,HARTOG,ST50PKT0YH5D,8A4,ST50PT0W40G
spikelet number,216,20180524,281904,1,16,113,5,142,CUNDERDIN,ST50PKT0YH5C,8A5,ST50PT0W3J8
spikelet number,216,20180524,281905,1,21,113,6,130,SWIFT,ST50PKT0YH5B,8A6,ST50PT0W3N4
spikelet number,216,20180524,281906,1,NA,113,7,25,WW80,ST50PKT0YH59,8A7,ST50PT0W4DQ
spikelet number,216,20180524,281907,1,17,113,8,125,SUNSTATE,ST50PKT0YH58,8A8,ST50PT0W3TZ
spikelet number,216,20180524,281908,1,15,113,9,262,WALLUP,ST50PKT0YH57,8A9,ST50PT0W2QX
spikelet number,216,20180524,281909,1,15,113,10,244,BUMPER,ST50PKT0YH56,8A10,ST50PT0W31K
spikelet number,216,20180524,281910,1,NA,113,11,173,PBW343,ST50PKT0YH55,8A11,ST50PT0W3CT
spikelet number,216,20180524,281911,1,15,113,12,27,GULAR,ST50PKT0YH54,8A12,ST50PT0W4DC
spikelet number,216,20180524,281912,1,16,114,1,226,CARINYA,ST50PKT0YH53,8B1,ST50PT0W33F
spikelet number,216,20180524,281913,1,NA,114,2,166,NAVARRE56,ST50PKT0YH52,8B2,ST50PT0W3F6
spikelet number,216,20180524,281914,1,NA,114,3,111,OUYEN,ST50PKT0YH51,8B3,ST50PT0W3XQ
spikelet number,216,20180524,281915,1,NA,114,4,254,EGA_WILLS,ST50PKT0YH50,8B4,ST50PT0W2WN
spikelet number,216,20180524,281916,1,15,114,5,72,VULCAN,ST50PKT0YH4Z,8B5,ST50PT0W41Z
spikelet number,216,20180524,281917,1,21,114,6,8,ORION,ST50PKT0YH4Y,8B6,ST50PT0W46C
spikelet number,216,20180524,281918,1,17,114,7,280,TROJAN,ST50PKT0YH4X,8B7,ST50PT0W2SB
spikelet number,216,20180524,281919,1,18,114,8,273,QUARRION,ST50PKT0YH4W,8B8,ST50PT0W2TM
spikelet number,216,20180524,281920,1,NA,114,9,222,RAC875,ST50PKT0YH4V,8B9,ST50PT0W345
spikelet number,216,20180524,281921,1,17,114,10,219,GLOVER,ST50PKT0YH4T,8B10,ST50PT0W34Q
spikelet number,216,20180524,281922,1,17,114,11,86,COBRA,ST50PKT0YH4S,8B11,ST50PT0W3RT
spikelet number,216,20180524,281923,1,19,114,12,122,CADOUX,ST50PKT0YH4R,8B12,ST50PT0W3VM
spikelet number,216,20180524,281924,1,16,115,1,239,ESPADA,ST50PKT0YH4Q,8C1,ST50PT0W2Z8
spikelet number,216,20180524,281925,1,NA,115,2,204,SUNSOFT_98,ST50PKT0YH4P,8C2,ST50PT0W3BW
spikelet number,216,20180524,281926,1,16,115,3,282,YANDANOOKA,ST50PKT0YH4N,8C3,ST50PT0W2RW
spikelet number,216,20180524,281927,1,17,115,4,187,ISRAEL493,ST50PKT0YH4M,8C4,ST50PT0W37H
spikelet number,216,20180524,281928,1,13,115,5,135,CL3,ST50PKT0YH4L,8C5,ST50PT0W3KP
spikelet number,216,20180524,281929,1,24,115,6,168,PERSIA8(1),ST50PKT0YH4K,8C6,ST50PT0W3DT
spikelet number,216,20180524,281930,1,NA,115,7,145,YANAC,ST50PKT0YH4J,8C7,ST50PT0W3LW
spikelet number,216,20180524,281931,1,NA,115,8,78,DOLLARBIRD,ST50PKT0YH4H,8C8,ST50PT0W3Z7
spikelet number,216,20180524,281932,1,23,115,9,114,DD118,ST50PKT0YH4G,8C9,ST50PT0W3X3
spikelet number,216,20180524,281933,1,NA,115,10,280,TROJAN,ST50PKT0YH4F,8C10,ST50PT0W2S9
spikelet number,216,20180524,281934,1,20,115,11,89,LARK,ST50PKT0YH4D,8C11,ST50PT0W3R8
spikelet number,216,20180524,281935,1,17,115,12,78,DOLLARBIRD,ST50PKT0YH4C,8C12,ST50PT0W3Z6
spikelet number,216,20180524,281936,1,16,116,1,177,WORRAKATTA,ST50PKT0YH4B,8D1,ST50PT0W39G
spikelet number,216,20180524,281937,1,NA,116,2,5,GAZA,ST50PKT0YH49,8D2,ST50PT0W46W
spikelet number,216,20180524,281938,1,12,116,3,256,ESTOC,ST50PKT0YH48,8D3,ST50PT0W2W8
spikelet number,216,20180524,281939,1,24,116,4,247,NAPAROO,ST50PKT0YH47,8D4,ST50PT0W30X
spikelet number,216,20180524,281940,1,20,116,5,194,PARDALOTE,ST50PKT0YH46,8D5,ST50PT0W364
spikelet number,216,20180524,281941,1,16,116,6,156,GOLDMARK,ST50PKT0YH45,8D6,ST50PT0W3H3
spikelet number,216,20180524,281942,1,16,116,7,178,GILES,ST50PKT0YH44,8D7,ST50PT0W398
spikelet number,216,20180524,281943,1,NA,116,8,34,YECORA_70,ST50PKT0YH43,8D8,ST50PT0W4BZ
spikelet number,216,20180524,281944,1,12,116,9,216,GS50A,ST50PKT0YH42,8D9,ST50PT0W2X7
spikelet number,216,20180524,281945,1,16,116,10,38,CONDOR,ST50PKT0YH41,8D10,ST50PT0W4B5
spikelet number,216,20180524,281946,1,18,116,11,46,LANCE,ST50PKT0YH40,8D11,ST50PT0W45D
spikelet number,216,20180524,281947,1,NA,116,12,175,MULGARA,ST50PKT0YH3Z,8D12,ST50PT0W3CF
spikelet number,216,20180524,281948,1,12,117,1,76,GUARDIAN,ST50PKT0YH3Y,8.00E+01,ST50PT0W3ZN
spikelet number,216,20180524,281949,1,12,117,2,52,AROONA,ST50PKT0YH3X,8.00E+02,ST50PT0W411
spikelet number,216,20180524,281950,1,19,117,3,273,QUARRION,ST50PKT0YH3W,8.00E+03,ST50PT0W2TL
spikelet number,216,20180524,281951,1,16,117,4,177,WORRAKATTA,ST50PKT0YH3V,8.00E+04,ST50PT0W39F
spikelet number,216,20180524,281952,1,17,117,5,253,AGT_KATANA,ST50PKT0YH3T,8.00E+05,ST50PT0W2WV
spikelet number,216,20180524,281953,1,18,117,6,193,THORNBILL,ST50PKT0YH3S,8.00E+06,ST50PT0W36C
spikelet number,216,20180524,281954,1,16,117,7,280,TROJAN,ST50PKT0YH3R,8.00E+07,ST50PT0W2S8
spikelet number,216,20180524,281955,1,NA,117,8,31,TIMGALEN,ST50PKT0YH3Q,8.00E+08,ST50PT0W4CK
spikelet number,216,20180524,281956,1,NA,117,9,283,ZIPPY,ST50PKT0YH22,8.00E+09,ST50PT0W2RP
spikelet number,216,20180524,281957,1,16,117,10,57,TAKARI,ST50PKT0YH21,8.00E+10,ST50PT0W402
spikelet number,216,20180524,281958,1,14,117,11,62,COCAMBA,ST50PKT0YH20,8.00E+11,ST50PT0W43Y
spikelet number,216,20180524,281959,1,19,117,12,17,BENCUBBIN,ST50PKT0YH1Z,8.00E+12,ST50PT0W4G7
spikelet number,216,20180524,281960,1,18,118,1,97,BATAVIA,ST50PKT0YH1Y,8F1,ST50PT0W3SX
spikelet number,216,20180524,281961,1,21,118,2,161,ITALY29,ST50PKT0YH1X,8F2,ST50PT0W3G4
spikelet number,216,20180524,281962,1,16,118,3,155,SNIPE,ST50PKT0YH1W,8F3,ST50PT0W3HB
spikelet number,216,20180524,281963,1,16,118,4,96,NESSER,ST50PKT0YH1V,8F4,ST50PT0W3T5
spikelet number,216,20180524,281964,1,18,118,5,279,PHANTOM,ST50PKT0YH1T,8F5,ST50PT0W2SG
spikelet number,216,20180524,281965,1,16,118,6,225,H46,ST50PKT0YH1S,8F6,ST50PT0W33M
spikelet number,216,20180524,281966,1,14,118,7,68,CRANBROOK,ST50PKT0YH1R,8F7,ST50PT0W42S
spikelet number,216,20180524,281967,1,19,118,8,171,ABYSSINIA_AV12.4,ST50PKT0YH1Q,8F8,ST50PT0W3D6
spikelet number,216,20180524,281968,1,22,118,9,166,NAVARRE56,ST50PKT0YH1P,8F9,ST50PT0W3F5
spikelet number,216,20180524,281969,1,NA,118,10,116,FRAME,ST50PKT0YH1N,8F10,ST50PT0W3WQ
spikelet number,216,20180524,281970,1,16,118,11,142,CUNDERDIN,ST50PKT0YH1M,8F11,ST50PT0W3MG
spikelet number,216,20180524,281971,1,NA,118,12,87,PEROUSE,ST50PKT0YH1L,8F12,ST50PT0W3RN
spikelet number,216,20180524,281972,1,14,119,1,261,CORACK,ST50PKT0YH1K,8G1,ST50PT0W2V9
spikelet number,216,20180524,281973,1,16,119,2,233,BOLAC,ST50PKT0YH1J,8G2,ST50PT0W321
spikelet number,216,20180524,281974,1,23,119,3,41,MERLIN,ST50PKT0YH1H,8G3,ST50PT0W49L
spikelet number,216,20180524,281975,1,16,119,4,229,EGA_EAGLE_ROCK,ST50PKT0YH1G,8G4,ST50PT0W32W
spikelet number,216,20180524,281976,1,NA,119,5,200,FROST_RESISTANT_(RUDY),ST50PKT0YH1F,8G5,ST50PT0W350
spikelet number,216,20180524,281977,1,18,119,6,160,INDIA3,ST50PKT0YH1D,8G6,ST50PT0W3GC
spikelet number,216,20180524,281978,1,14,119,7,94,SHRIKE,ST50PKT0YH1C,8G7,ST50PT0W3TL
spikelet number,216,20180524,281979,1,15,119,8,135,CL3,ST50PKT0YH1B,8G8,ST50PT0W3KN
spikelet number,216,20180524,281980,1,NA,119,9,229,EGA_EAGLE_ROCK,ST50PKT0YH19,8G9,ST50PT0W32V
spikelet number,216,20180524,281981,1,17,119,10,2,FESTIGUAY,ST50PKT0YH18,8G10,ST50PT0W47G
spikelet number,216,20180524,281982,1,14,119,11,77,SUNCO,ST50PKT0YH17,8G11,ST50PT0W3ZD
spikelet number,216,20180524,281983,1,20,119,12,26,FREE_GALLIPOLI,ST50PKT0YH16,8G12,ST50PT0W4DK
spikelet number,216,20180524,281984,1,19,120,1,146,BUCKLEY,ST50PKT0YH15,8H1,ST50PT0W3LQ
spikelet number,216,20180524,281985,1,25,120,2,277,HARPER,ST50PKT0YH14,8H2,ST50PT0W2SW
spikelet number,216,20180524,281986,1,19,120,3,211,DROUGHT_RESISTANT_(RUDY),ST50PKT0YH13,8H3,ST50PT0W2Y7
spikelet number,216,20180524,281987,1,14,120,4,279,PHANTOM,ST50PKT0YH12,8H4,ST50PT0W2SF
spikelet number,216,20180524,281988,1,14,120,5,135,CL3,ST50PKT0YH11,8H5,ST50PT0W3KM
spikelet number,216,20180524,281989,1,17,120,6,244,BUMPER,ST50PKT0YH10,8H6,ST50PT0W31J
spikelet number,216,20180524,281990,1,16,120,7,110,EL240,ST50PKT0YH0Z,8H7,ST50PT0W3XV
spikelet number,216,20180524,281991,1,19,120,8,163,POLAND1,ST50PKT0YH0Y,8H8,ST50PT0W3FR
spikelet number,216,20180524,281992,1,16,120,9,137,DATATINE,ST50PKT0YH0X,8H9,ST50PT0W3K6
spikelet number,216,20180524,281993,1,19,120,10,13,STEINWEDEL,ST50PKT0YH0W,8H10,ST50PT0W48L
spikelet number,216,20180524,281994,1,17,120,11,123,HOUTMAN,ST50PKT0YH0V,8H11,ST50PT0W3VC
spikelet number,216,20180524,281995,1,4,120,12,168,PERSIA8(1),ST50PKT0YH0T,8H12,ST50PT0W3DS
spikelet number,216,20180524,281996,1,17,121,1,141,SUNLIN,ST50PKT0YH0S,8I1,ST50PT0W3JF
spikelet number,216,20180524,281997,1,17,121,2,244,BUMPER,ST50PKT0YH0R,8I2,ST50PT0W31H
spikelet number,216,20180524,281998,1,18,121,3,55,HARTOG,ST50PKT0YH0Q,8I3,ST50PT0W40F
spikelet number,216,20180524,281999,1,NA,121,4,45,TINCURRIN,ST50PKT0YH0P,8I4,ST50PT0W45M
spikelet number,216,20180524,282000,1,NA,121,5,29,HALBERD,ST50PKT0YH0N,8I5,ST50PT0W4CY
spikelet number,216,20180524,282001,1,17,121,6,33,FLORENCE,ST50PKT0YH0M,8I6,ST50PT0W4C5
spikelet number,216,20180524,282002,1,16,121,7,195,CHARA,ST50PKT0YH0L,8I7,ST50PT0W35Y
spikelet number,216,20180524,282003,1,22,121,8,152,FRANCE29,ST50PKT0YH0K,8I8,ST50PT0W3HX
spikelet number,216,20180524,282004,1,17,121,9,121,DD007,ST50PKT0YH0J,8I9,ST50PT0W3VQ
spikelet number,216,20180524,282005,1,NA,121,10,42,VERANOPOLIS,ST50PKT0YH0H,8I10,ST50PT0W49G
spikelet number,216,20180524,282006,1,17,121,11,263,SHIELD,ST50PKT0YH3P,8I11,ST50PT0W2QP
spikelet number,216,20180524,282007,1,18,121,12,96,NESSER,ST50PKT0YH3N,8I12,ST50PT0W3T4
spikelet number,216,20180524,282008,1,19,122,1,146,BUCKLEY,ST50PKT0YH3M,8J1,ST50PT0W3LP
spikelet number,216,20180524,282009,1,12,122,2,10,PURPLE_STRAW,ST50PKT0YH3L,8J2,ST50PT0W494
spikelet number,216,20180524,282010,1,15,122,3,113,BD159,ST50PKT0YH3K,8J3,ST50PT0W3XB
spikelet number,216,20180524,282011,1,17,122,4,102,BABAX,ST50PKT0YH3J,8J4,ST50PT0W3QB
spikelet number,216,20180524,282012,1,19,122,5,122,CADOUX,ST50PKT0YH3H,8J5,ST50PT0W3VL
spikelet number,216,20180524,282013,1,21,122,6,33,FLORENCE,ST50PKT0YH3G,8J6,ST50PT0W4C4
spikelet number,216,20180524,282014,1,20,122,7,152,FRANCE29,ST50PKT0YH3F,8J7,ST50PT0W3HW
spikelet number,216,20180524,282015,1,18,122,8,154,DIAMONDBIRD,ST50PKT0YH3D,8J8,ST50PT0W3HJ
spikelet number,216,20180524,282016,1,18,122,9,257,SABEL_CL_PLUS,ST50PKT0YH3C,8J9,ST50PT0W2W3
spikelet number,216,20180524,282017,1,17,122,10,285,MEXICO20,ST50PKT0YH3B,8J10,ST50PT0W2R9
spikelet number,216,20180524,282018,1,19,122,11,81,YARRALINKA,ST50PKT0YH39,8J11,ST50PT0W3YP
spikelet number,216,20180524,282019,1,16,122,12,234,KENNEDY,ST50PKT0YH38,8J12,ST50PT0W31V
spikelet number,216,20180524,282020,1,20,123,1,58,OSPREY,ST50PKT0YH37,8K1,ST50PT0W3ZV
spikelet number,216,20180524,282021,1,15,123,2,225,H46,ST50PKT0YH36,8K2,ST50PT0W33L
spikelet number,216,20180524,282022,1,14,123,3,252,PEAKE,ST50PKT0YH35,8K3,ST50PT0W2P8
spikelet number,216,20180524,282023,1,12,123,4,15,WARDS_PROLIFIC,ST50PKT0YH34,8K4,ST50PT0W485
spikelet number,216,20180524,282024,1,20,123,5,81,YARRALINKA,ST50PKT0YH33,8K5,ST50PT0W3YN
spikelet number,216,20180524,282025,1,NA,123,6,272,SUNECA,ST50PKT0YH32,8K6,ST50PT0W2TT
spikelet number,216,20180524,282026,1,13,123,7,139,VH782,ST50PKT0YH31,8K7,ST50PT0W3JT
spikelet number,216,20180524,282027,1,19,123,8,26,FREE_GALLIPOLI,ST50PKT0YH30,8K8,ST50PT0W4DJ
spikelet number,216,20180524,282028,1,9,123,9,99,ANGAS,ST50PKT0YH2Z,8K9,ST50PT0W3SL
spikelet number,216,20180524,282029,1,20,123,10,204,SUNSOFT_98,ST50PKT0YH2Y,8K10,ST50PT0W3BV
spikelet number,216,20180524,282030,1,15,123,11,283,ZIPPY,ST50PKT0YH2X,8K11,ST50PT0W2RN
spikelet number,216,20180524,282031,1,15,123,12,76,GUARDIAN,ST50PKT0YH2W,8K12,ST50PT0W3ZM
spikelet number,216,20180524,282033,1,15,124,2,282,YANDANOOKA,ST50PKT0YH2T,8L2,ST50PT0W2RV
spikelet number,216,20180524,282034,1,18,124,3,57,TAKARI,ST50PKT0YH2S,8L3,ST50PT0W401
spikelet number,216,20180524,282035,1,13,124,4,192,BABBLER,ST50PKT0YH2R,8L4,ST50PT0W36K
spikelet number,216,20180524,282036,1,17,124,5,111,OUYEN,ST50PKT0YH2Q,8L5,ST50PT0W3XP
spikelet number,216,20180524,282037,1,19,124,6,176,STURT,ST50PKT0YH2P,8L6,ST50PT0W39P
spikelet number,216,20180524,282038,1,16,124,7,94,SHRIKE,ST50PKT0YH2N,8L7,ST50PT0W3TK
spikelet number,216,20180524,282039,1,17,124,8,42,VERANOPOLIS,ST50PKT0YH2M,8L8,ST50PT0W466
spikelet number,216,20180524,282040,1,20,124,9,182,ANLACE,ST50PKT0YH2L,8L9,ST50PT0W38H
spikelet number,216,20180524,282041,1,17,124,10,285,MEXICO20,ST50PKT0YH2K,8L10,ST50PT0W2R8
spikelet number,216,20180524,282042,1,15,124,11,262,WALLUP,ST50PKT0YH2J,8L11,ST50PT0W2QW
spikelet number,216,20180524,282043,1,18,124,12,186,NYABING,ST50PKT0YH2H,8L12,ST50PT0W37Q
spikelet number,216,20180524,282044,1,17,125,1,176,STURT,ST50PKT0YH2G,8M1,ST50PT0W39N
spikelet number,216,20180524,282046,1,13,125,3,264,GRENADE_CL_PLUS,ST50PKT0YH2D,8M3,ST50PT0W2QJ
spikelet number,216,20180524,282047,1,19,125,4,138,LEICHHARDT,ST50PKT0YH2C,8M4,ST50PT0W3K0
spikelet number,216,20180524,282048,1,15,125,5,208,BRAEWOOD,ST50PKT0YH2B,8M5,ST50PT0W3B3
spikelet number,216,20180524,282049,1,NA,125,6,85,KELALAC,ST50PKT0YH29,8M6,ST50PT0W3S2
spikelet number,216,20180524,282050,1,13,125,7,250,EGA_STAMPEDE,ST50PKT0YH28,8M7,ST50PT0W30C
spikelet number,216,20180524,282051,1,17,125,8,234,KENNEDY,ST50PKT0YH27,8M8,ST50PT0W31T
spikelet number,216,20180524,282052,1,14,125,9,193,THORNBILL,ST50PKT0YH26,8M9,ST50PT0W36B
spikelet number,216,20180524,282053,1,18,125,10,164,POLAND9,ST50PKT0YH25,8M10,ST50PT0W3FM
spikelet number,216,20180524,282054,1,15,125,11,105,TASMAN,ST50PKT0YH24,8M11,ST50PT0W3PR
spikelet number,216,20180524,282055,1,17,125,12,89,LARK,ST50PKT0YH23,8M12,ST50PT0W3R7
spikelet number,216,20180524,282056,1,17,126,1,64,WYUNA,ST50PKT0YGT0,8N1,ST50PT0W43J
spikelet number,216,20180524,282058,1,17,126,3,14,CURRAWA,ST50PKT0YGSY,8N3,ST50PT0W48C
spikelet number,216,20180524,282059,1,15,126,4,70,BLADE,ST50PKT0YGSX,8N4,ST50PT0W42D
spikelet number,216,20180524,282060,1,19,126,5,146,BUCKLEY,ST50PKT0YGSW,8N5,ST50PT0W3LN
spikelet number,216,20180524,282061,1,19,126,6,51,VEERYS,ST50PKT0YGSV,8N6,ST50PT0W418
spikelet number,216,20180524,282062,1,15,126,7,250,EGA_STAMPEDE,ST50PKT0YGST,8N7,ST50PT0W30B
spikelet number,216,20180524,282063,1,20,126,8,122,CADOUX,ST50PKT0YGSS,8N8,ST50PT0W3VK
spikelet number,216,20180524,282064,1,11,126,9,99,ANGAS,ST50PKT0YGSR,8N9,ST50PT0W3SJ
spikelet number,216,20180524,282065,1,18,126,10,6,HUDSONS_EARLY_PURPLE_STRAW,ST50PKT0YGSQ,8N10,ST50PT0W46P
spikelet number,216,20180524,282066,1,17,126,11,209,QT7208,ST50PKT0YGX7,8N11,ST50PT0W39W
spikelet number,216,20180524,282067,1,20,126,12,169,PERSIA8(2),ST50PKT0YGX6,8N12,ST50PT0W3DL
spikelet number,216,20180524,282068,1,19,127,1,80,TATIARA,ST50PKT0YGX5,8O1,ST50PT0W3YV
spikelet number,216,20180524,282069,1,21,127,2,211,DROUGHT_RESISTANT_(RUDY),ST50PKT0YGX4,8O2,ST50PT0W2Y6
spikelet number,216,20180524,282070,1,13,127,3,190,LANG,ST50PKT0YGX3,8O3,ST50PT0W36X
spikelet number,216,20180524,282071,1,15,127,4,226,CARINYA,ST50PKT0YGX2,8O4,ST50PT0W33D
spikelet number,216,20180524,282072,1,15,127,5,29,HALBERD,ST50PKT0YGX1,8O5,ST50PT0W4CX
spikelet number,216,20180524,282073,1,11,127,6,128,VECTIS,ST50PKT0YGX0,8O6,ST50PT0W3NJ
spikelet number,216,20180524,282074,1,23,127,7,113,BD159,ST50PKT0YGWZ,8O7,ST50PT0W3X9
spikelet number,216,20180524,282075,1,19,127,8,68,CRANBROOK,ST50PKT0YGWY,8O8,ST50PT0W42R
spikelet number,216,20180524,282076,1,15,127,9,39,EGRET,ST50PKT0YGWX,8O9,ST50PT0W4B1
spikelet number,216,20180524,282077,1,18,127,10,257,SABEL_CL_PLUS,ST50PKT0YGWW,8O10,ST50PT0W2W2
spikelet number,216,20180524,282078,1,13,127,11,230,TAMMARIN_ROCK,ST50PKT0YGWV,8O11,ST50PT0W32L
spikelet number,216,20180524,282079,1,NA,127,12,35,WW15,ST50PKT0YGWT,8O12,ST50PT0W4BR
spikelet number,216,20180524,282080,1,14,128,1,12,SABRE,ST50PKT0YGWS,8P1,ST50PT0W48R
spikelet number,216,20180524,282081,1,13,128,2,248,SUNVEX,ST50PKT0YGWR,8P2,ST50PT0W30Q
spikelet number,216,20180524,282082,1,15,128,3,87,PEROUSE,ST50PKT0YGWQ,8P3,ST50PT0W3RM
spikelet number,216,20180524,282083,1,15,128,4,62,COCAMBA,ST50PKT0YGWP,8P4,ST50PT0W43X
spikelet number,216,20180524,282084,1,13,128,5,157,SILVERSTAR,ST50PKT0YGWN,8P5,ST50PT0W3GY
spikelet number,216,20180524,282085,1,21,128,6,277,HARPER,ST50PKT0YGWM,8P6,ST50PT0W2SV
spikelet number,216,20180524,282086,1,11,128,7,24,INDIAN_G,ST50PKT0YGWL,8P7,ST50PT0W4DW
spikelet number,216,20180524,282087,1,15,128,8,181,WYLAH,ST50PKT0YGWK,8P8,ST50PT0W38Q
spikelet number,216,20180524,282088,1,19,128,9,223,AGT_SCYTHE,ST50PKT0YGWJ,8P9,ST50PT0W341
spikelet number,216,20180524,282089,1,13,128,10,157,SILVERSTAR,ST50PKT0YGWH,8P10,ST50PT0W3GX
spikelet number,216,20180524,282090,1,16,128,11,174,ALPOWA,ST50PKT0YGWG,8P11,ST50PT0W3CM
spikelet number,216,20180524,282091,1,20,128,12,164,POLAND9,ST50PKT0YGWF,8P12,ST50PT0W3FL
spikelet number,216,20180524,282092,1,NA,129,1,276,BINNU,ST50PKT0YGWD,9A1,ST50PT0W2T1
spikelet number,216,20180524,282093,1,NA,129,2,51,VEERYS,ST50PKT0YGWC,9A2,ST50PT0W417
spikelet number,216,20180524,282094,1,25,129,3,85,KELALAC,ST50PKT0YGWB,9A3,ST50PT0W3S1
spikelet number,216,20180524,282095,1,19,129,4,137,DATATINE,ST50PKT0YGW9,9A4,ST50PT0W3K5
spikelet number,216,20180524,282096,1,19,129,5,150,FRANCE14,ST50PKT0YGW8,9A5,ST50PT0W3KX
spikelet number,216,20180524,282097,1,17,129,6,19,ETAWAH,ST50PKT0YGW7,9A6,ST50PT0W4FV
spikelet number,216,20180524,282098,1,16,129,7,147,KRICHAUFF,ST50PKT0YGW6,9A7,ST50PT0W3LG
spikelet number,216,20180524,282099,1,NA,129,8,114,DD118,ST50PKT0YGW5,9A8,ST50PT0W3X2
spikelet number,216,20180524,282100,1,16,129,9,155,SNIPE,ST50PKT0YGW4,9A9,ST50PT0W3H9
spikelet number,216,20180524,282101,1,15,129,10,275,WYALKATCHEM_HE,ST50PKT0YGW3,9A10,ST50PT0W2T6
spikelet number,216,20180524,282102,1,24,129,11,153,HUNGARY6,ST50PKT0YGW2,9A11,ST50PT0W3HQ
spikelet number,216,20180524,282103,1,15,129,12,229,EGA_EAGLE_ROCK,ST50PKT0YGW1,9A12,ST50PT0W32T
spikelet number,216,20180524,282104,1,NA,130,1,210,DRYSDALE,ST50PKT0YGW0,9B1,ST50PT0W2YD
spikelet number,216,20180524,282105,1,14,130,2,246,WAAGAN,ST50PKT0YGVZ,9B2,ST50PT0W313
spikelet number,216,20180524,282106,1,16,130,3,94,SHRIKE,ST50PKT0YGVY,9B3,ST50PT0W3TJ
spikelet number,216,20180524,282107,1,NA,130,4,236,EGA_KIDMAN,ST50PKT0YGVX,9B4,ST50PT0W2ZT
spikelet number,216,20180524,282108,1,20,130,5,267,CHEYENNE,ST50PKT0YGVW,9B5,ST50PT0W2PY
spikelet number,216,20180524,282109,1,16,130,6,45,TINCURRIN,ST50PKT0YGVV,9B6,ST50PT0W45L
spikelet number,216,20180524,282110,1,17,130,7,63,MEERING,ST50PKT0YGVT,9B7,ST50PT0W43R
spikelet number,216,20180524,282111,1,21,130,8,69,WARBLER,ST50PKT0YGVS,9B8,ST50PT0W42K
spikelet number,216,20180524,282112,1,16,130,9,107,BEULAH,ST50PKT0YGVR,9B9,ST50PT0W3PC
